request_id,category,status,priority,latitude,longitude,neighbourhood,ward,service_district,created_date,days_open
SR-000704,Damaged Bin,In Progress,High,43.713669,-79.314733,Agincourt South,Ward 21,North District,2026-03-26,37
SR-000705,Missed Collection,Closed,High,43.770314,-79.438389,High Park North,Ward 13,South District,2025-11-19,0
SR-000706,Overflowing Litter Bin,Closed,Urgent,43.738591,-79.550719,Danforth East York,Ward 17,East District,2026-01-21,0
SR-000707,Damaged Bin,Open,Urgent,43.804509,-79.443793,High Park North,Ward 22,West District,2025-11-19,42
SR-000708,Overflowing Litter Bin,Open,Low,43.75779,-79.610643,Annex,Ward 4,East District,2026-01-20,11
SR-000709,Damaged Bin,Closed,Low,43.637193,-79.395942,Kensington Chinatown,Ward 13,South District,2025-11-06,0
SR-000710,Illegal Dumping,Open,Urgent,43.791998,-79.377463,Agincourt South,Ward 21,South District,2026-03-30,6
SR-000711,Missed Collection,Open,Urgent,43.80387,-79.397453,Scarborough Village,Ward 7,South District,2026-02-01,5
SR-000712,Illegal Dumping,In Progress,Urgent,43.702803,-79.564916,Kensington Chinatown,Ward 23,South District,2026-03-28,18
SR-000713,Missed Collection,Closed,Medium,43.774611,-79.506396,Agincourt South,Ward 5,North District,2026-02-04,0
SR-000714,Missed Collection,Closed,Urgent,43.796911,-79.201021,Waterfront Communities,Ward 12,South District,2025-12-26,0
SR-000715,Missed Collection,Open,Medium,43.806961,-79.380694,Waterfront Communities,Ward 25,South District,2026-02-16,17
SR-000716,Overflowing Litter Bin,Closed,Low,43.745732,-79.261883,Annex,Ward 3,East District,2026-01-13,0
SR-000717,Illegal Dumping,Open,Urgent,43.620133,-79.34356,Scarborough Village,Ward 17,North District,2025-11-06,17
SR-000718,Missed Collection,Open,Low,43.597889,-79.39112,Scarborough Village,Ward 11,East District,2026-03-15,13
SR-000719,Damaged Bin,In Progress,Urgent,43.625614,-79.535855,Agincourt South,Ward 18,North District,2025-10-30,28
SR-000720,Public Realm Cleanliness,In Progress,Urgent,43.673961,-79.421079,Waterfront Communities,Ward 18,North District,2026-04-07,43
SR-000721,Public Realm Cleanliness,Closed,Medium,43.73333,-79.585763,Danforth East York,Ward 22,East District,2026-04-23,0
SR-000722,Damaged Bin,Open,Medium,43.705849,-79.535992,Agincourt South,Ward 11,West District,2025-11-05,27
SR-000723,Public Realm Cleanliness,In Progress,Low,43.722014,-79.326794,Agincourt South,Ward 5,South District,2025-11-14,38
SR-000724,Missed Collection,Open,Medium,43.718043,-79.280384,Flemingdon Park,Ward 7,South District,2025-10-30,35
SR-000725,Public Realm Cleanliness,Open,Urgent,43.66719,-79.268051,Kensington Chinatown,Ward 12,North District,2026-03-09,44
SR-000726,Missed Collection,Closed,High,43.689536,-79.397275,Danforth East York,Ward 1,East District,2026-02-07,0
SR-000727,Missed Collection,Closed,Urgent,43.739063,-79.611555,York University Heights,Ward 15,South District,2026-01-11,0
SR-000728,Illegal Dumping,In Progress,Urgent,43.740419,-79.335451,North York Centre,Ward 25,East District,2026-03-28,12
SR-000729,Damaged Bin,Closed,High,43.661265,-79.580535,Annex,Ward 18,North District,2025-12-09,0
SR-000730,Damaged Bin,Closed,High,43.610915,-79.195317,York University Heights,Ward 23,South District,2025-11-15,0
SR-000731,Public Realm Cleanliness,In Progress,Low,43.748534,-79.561533,Downtown Yonge East,Ward 4,West District,2025-11-11,2
SR-000732,Damaged Bin,Closed,Low,43.672046,-79.347458,Agincourt South,Ward 24,West District,2025-11-15,0
SR-000733,Public Realm Cleanliness,Closed,Low,43.782181,-79.599916,York University Heights,Ward 10,South District,2026-03-03,0
SR-000734,Damaged Bin,Open,Urgent,43.644426,-79.210715,Downtown Yonge East,Ward 7,South District,2026-03-26,23
SR-000735,Damaged Bin,Closed,Urgent,43.592108,-79.527356,Waterfront Communities,Ward 12,North District,2025-12-18,0
SR-000736,Illegal Dumping,In Progress,High,43.810576,-79.337835,High Park North,Ward 14,North District,2026-04-25,27
SR-000737,Missed Collection,Open,Low,43.650184,-79.589184,Annex,Ward 12,East District,2026-01-31,11
SR-000738,Damaged Bin,Closed,Medium,43.596484,-79.507417,North York Centre,Ward 13,North District,2025-11-20,0
SR-000739,Damaged Bin,Closed,Low,43.792742,-79.42868,Etobicoke Centre,Ward 14,North District,2025-11-15,0
SR-000740,Overflowing Litter Bin,Closed,Urgent,43.755677,-79.197589,Danforth East York,Ward 17,North District,2026-01-05,0
SR-000741,Missed Collection,Open,Medium,43.683849,-79.532012,North York Centre,Ward 4,South District,2025-11-17,17
SR-000742,Overflowing Litter Bin,Closed,High,43.708937,-79.202282,Kensington Chinatown,Ward 3,West District,2026-04-20,0
SR-000743,Missed Collection,Closed,Medium,43.775006,-79.589718,Waterfront Communities,Ward 20,West District,2025-12-01,0
SR-000744,Missed Collection,Closed,Medium,43.749292,-79.356927,Agincourt South,Ward 21,East District,2026-03-10,0
SR-000745,Overflowing Litter Bin,Open,High,43.798717,-79.563659,Kensington Chinatown,Ward 18,North District,2026-01-20,17
SR-000746,Missed Collection,Closed,High,43.712828,-79.215447,Downtown Yonge East,Ward 5,West District,2025-11-14,0
SR-000747,Missed Collection,Closed,Low,43.684305,-79.398282,Agincourt South,Ward 20,West District,2026-03-30,0
SR-000748,Illegal Dumping,Open,High,43.606206,-79.492054,Annex,Ward 3,West District,2025-12-21,24
SR-000749,Damaged Bin,Open,Low,43.664637,-79.185244,Agincourt South,Ward 1,South District,2026-04-08,32
SR-000750,Missed Collection,Closed,Medium,43.655013,-79.408,York University Heights,Ward 14,South District,2026-02-05,0
SR-000751,Damaged Bin,Closed,Medium,43.7444,-79.545396,Annex,Ward 10,West District,2026-03-12,0
SR-000752,Public Realm Cleanliness,Closed,Low,43.701882,-79.280272,Downtown Yonge East,Ward 11,East District,2025-12-24,0
SR-000753,Public Realm Cleanliness,Closed,Low,43.789377,-79.331921,Annex,Ward 17,East District,2026-03-26,0
SR-000754,Public Realm Cleanliness,Open,Low,43.743882,-79.56191,North York Centre,Ward 1,North District,2026-03-02,24
SR-000755,Overflowing Litter Bin,Open,Low,43.807529,-79.559016,Danforth East York,Ward 5,North District,2026-04-05,45
SR-000756,Illegal Dumping,Open,High,43.768175,-79.498184,Agincourt South,Ward 7,West District,2026-01-27,36
SR-000757,Illegal Dumping,Closed,Urgent,43.804726,-79.288819,Flemingdon Park,Ward 16,South District,2025-12-16,0
SR-000758,Overflowing Litter Bin,Closed,High,43.763377,-79.519233,Annex,Ward 7,East District,2026-01-16,0
SR-000759,Public Realm Cleanliness,Open,High,43.691899,-79.335806,Annex,Ward 7,South District,2026-01-06,29
SR-000760,Public Realm Cleanliness,Closed,High,43.767094,-79.572179,Danforth East York,Ward 20,West District,2025-11-22,0
SR-000761,Damaged Bin,Closed,Medium,43.811344,-79.210498,Etobicoke Centre,Ward 12,East District,2025-11-16,0
SR-000762,Damaged Bin,Open,Medium,43.65218,-79.24153,Waterfront Communities,Ward 17,East District,2025-11-27,27
SR-000763,Public Realm Cleanliness,In Progress,High,43.709215,-79.407569,Scarborough Village,Ward 1,West District,2026-03-11,21
SR-000764,Overflowing Litter Bin,Closed,High,43.66232,-79.352754,Kensington Chinatown,Ward 3,North District,2025-11-09,0
SR-000765,Illegal Dumping,In Progress,Medium,43.757874,-79.430971,Danforth East York,Ward 4,West District,2026-02-04,45
SR-000766,Illegal Dumping,Open,Medium,43.73472,-79.298316,Agincourt South,Ward 19,East District,2026-02-26,36
SR-000767,Damaged Bin,Open,High,43.753558,-79.596096,Etobicoke Centre,Ward 7,North District,2026-03-31,36
SR-000768,Public Realm Cleanliness,In Progress,Low,43.787742,-79.409203,Etobicoke Centre,Ward 21,South District,2025-11-03,28
SR-000769,Illegal Dumping,In Progress,Medium,43.650356,-79.508788,Kensington Chinatown,Ward 2,South District,2025-12-20,3
SR-000770,Damaged Bin,In Progress,Low,43.701093,-79.212057,Downtown Yonge East,Ward 15,North District,2025-11-24,21
SR-000771,Damaged Bin,Closed,Medium,43.67702,-79.275126,Etobicoke Centre,Ward 1,East District,2026-04-22,0
SR-000772,Public Realm Cleanliness,Closed,Low,43.612268,-79.401014,Agincourt South,Ward 10,North District,2026-01-13,0
SR-000773,Public Realm Cleanliness,Open,Low,43.818088,-79.265599,Danforth East York,Ward 21,West District,2026-04-09,31
SR-000774,Damaged Bin,Open,High,43.638422,-79.389337,High Park North,Ward 11,East District,2026-01-14,6
SR-000775,Illegal Dumping,Closed,Urgent,43.643734,-79.431602,Etobicoke Centre,Ward 2,South District,2026-02-09,0
SR-000776,Damaged Bin,Closed,Urgent,43.769419,-79.265237,York University Heights,Ward 4,East District,2025-11-19,0
SR-000777,Missed Collection,Open,Medium,43.642463,-79.195777,Waterfront Communities,Ward 1,North District,2026-03-31,21
SR-000778,Damaged Bin,Closed,Medium,43.726291,-79.445235,Annex,Ward 3,North District,2026-01-22,0
SR-000779,Missed Collection,Closed,Low,43.705445,-79.341667,High Park North,Ward 2,West District,2026-04-14,0
SR-000780,Missed Collection,In Progress,High,43.718775,-79.396254,Danforth East York,Ward 23,South District,2026-02-16,45
SR-000781,Overflowing Litter Bin,Open,Urgent,43.706135,-79.538851,Downtown Yonge East,Ward 5,East District,2026-03-20,38
SR-000782,Damaged Bin,Closed,Low,43.776929,-79.37079,North York Centre,Ward 17,North District,2025-11-30,0
SR-000783,Damaged Bin,Closed,High,43.620148,-79.267568,Danforth East York,Ward 25,South District,2026-02-28,0
SR-000784,Illegal Dumping,Open,High,43.804462,-79.184239,Flemingdon Park,Ward 3,East District,2025-12-05,16
SR-000785,Overflowing Litter Bin,Closed,Low,43.674874,-79.557662,Downtown Yonge East,Ward 16,West District,2026-03-03,0
SR-000786,Overflowing Litter Bin,Open,Urgent,43.709232,-79.5682,Scarborough Village,Ward 7,South District,2026-03-31,22
SR-000787,Public Realm Cleanliness,Open,High,43.804817,-79.535553,High Park North,Ward 23,South District,2025-11-10,10
SR-000788,Missed Collection,Closed,Medium,43.648136,-79.432947,Kensington Chinatown,Ward 12,South District,2026-01-01,0
SR-000789,Public Realm Cleanliness,Closed,Medium,43.678128,-79.254455,Scarborough Village,Ward 7,West District,2026-02-14,0
SR-000790,Overflowing Litter Bin,Closed,High,43.694953,-79.541447,Etobicoke Centre,Ward 21,West District,2026-03-20,0
SR-000791,Missed Collection,Closed,Low,43.651458,-79.385808,Kensington Chinatown,Ward 1,South District,2026-03-10,0
SR-000792,Missed Collection,In Progress,Urgent,43.623914,-79.338638,York University Heights,Ward 17,South District,2026-01-26,17
SR-000793,Public Realm Cleanliness,Open,Low,43.720122,-79.291237,Danforth East York,Ward 14,North District,2026-03-19,26
SR-000794,Damaged Bin,Closed,High,43.805672,-79.200363,Waterfront Communities,Ward 15,East District,2026-01-22,0
SR-000795,Missed Collection,Open,Urgent,43.807597,-79.507431,Flemingdon Park,Ward 14,North District,2026-02-10,13
SR-000796,Overflowing Litter Bin,Closed,High,43.62026,-79.480953,North York Centre,Ward 20,South District,2025-12-15,0
SR-000797,Missed Collection,Closed,Low,43.79587,-79.172855,York University Heights,Ward 8,West District,2026-03-01,0
SR-000798,Missed Collection,Open,Low,43.787645,-79.569392,Etobicoke Centre,Ward 9,North District,2026-04-10,35
SR-000799,Illegal Dumping,Open,Medium,43.807908,-79.425255,Etobicoke Centre,Ward 23,South District,2026-01-16,26
SR-000800,Overflowing Litter Bin,Open,High,43.592141,-79.416499,Agincourt South,Ward 7,North District,2026-03-05,23
SR-000801,Illegal Dumping,Closed,High,43.600596,-79.369816,Flemingdon Park,Ward 1,West District,2026-03-10,0
SR-000802,Public Realm Cleanliness,Closed,Urgent,43.667867,-79.40222,Flemingdon Park,Ward 10,North District,2026-03-14,0
SR-000803,Missed Collection,In Progress,Medium,43.731029,-79.220351,Annex,Ward 11,South District,2026-03-21,1
SR-000804,Damaged Bin,Closed,Urgent,43.742237,-79.420338,Danforth East York,Ward 1,North District,2026-02-18,0
SR-000805,Overflowing Litter Bin,Open,Low,43.778468,-79.203432,Etobicoke Centre,Ward 12,South District,2025-11-28,1
SR-000806,Overflowing Litter Bin,Closed,Urgent,43.617545,-79.375311,Downtown Yonge East,Ward 2,West District,2025-12-02,0
SR-000807,Illegal Dumping,Closed,Medium,43.655438,-79.598352,North York Centre,Ward 17,North District,2026-03-20,0
SR-000808,Missed Collection,Open,High,43.743766,-79.223125,Flemingdon Park,Ward 11,South District,2025-12-22,23
SR-000809,Illegal Dumping,Closed,Urgent,43.627468,-79.24629,High Park North,Ward 12,South District,2026-04-23,0
SR-000810,Illegal Dumping,In Progress,High,43.786281,-79.199403,North York Centre,Ward 25,South District,2026-03-29,18
SR-000811,Public Realm Cleanliness,Closed,Low,43.651016,-79.204182,Annex,Ward 14,North District,2025-11-09,0
SR-000812,Illegal Dumping,Open,Urgent,43.663752,-79.365925,Waterfront Communities,Ward 8,South District,2026-01-24,14
SR-000813,Missed Collection,Closed,Medium,43.601617,-79.599815,Scarborough Village,Ward 21,West District,2026-02-15,0
SR-000814,Public Realm Cleanliness,Closed,Urgent,43.755686,-79.415539,North York Centre,Ward 6,East District,2025-11-04,0
SR-000815,Illegal Dumping,In Progress,Urgent,43.648947,-79.53241,Etobicoke Centre,Ward 14,East District,2026-02-06,13
SR-000816,Public Realm Cleanliness,Open,High,43.744089,-79.619815,Etobicoke Centre,Ward 4,South District,2025-12-31,37
SR-000817,Illegal Dumping,In Progress,Low,43.775355,-79.583545,Waterfront Communities,Ward 16,North District,2025-12-28,44
SR-000818,Public Realm Cleanliness,Open,High,43.634043,-79.442331,Etobicoke Centre,Ward 18,North District,2026-02-08,32
SR-000819,Missed Collection,In Progress,High,43.701518,-79.456702,Waterfront Communities,Ward 15,West District,2026-03-02,19
SR-000820,Missed Collection,Closed,Low,43.663764,-79.176599,Agincourt South,Ward 10,West District,2026-01-06,0
SR-000821,Missed Collection,In Progress,Low,43.737563,-79.609221,High Park North,Ward 5,East District,2026-02-13,33
SR-000822,Public Realm Cleanliness,Closed,Medium,43.68894,-79.217496,Downtown Yonge East,Ward 23,East District,2026-03-21,0
SR-000823,Overflowing Litter Bin,Closed,Urgent,43.659335,-79.576504,Etobicoke Centre,Ward 3,East District,2026-03-01,0
SR-000824,Damaged Bin,Open,High,43.764428,-79.341234,Kensington Chinatown,Ward 22,South District,2026-01-08,26
SR-000825,Illegal Dumping,Open,High,43.721172,-79.595355,Etobicoke Centre,Ward 10,North District,2025-12-03,28
SR-000826,Illegal Dumping,Closed,Medium,43.622315,-79.333627,York University Heights,Ward 25,North District,2026-02-21,0
SR-000827,Damaged Bin,Open,Medium,43.637799,-79.388128,High Park North,Ward 10,West District,2026-02-09,37
SR-000828,Damaged Bin,Closed,Medium,43.715323,-79.489587,Scarborough Village,Ward 14,West District,2026-03-22,0
SR-000829,Damaged Bin,Closed,High,43.808138,-79.232467,North York Centre,Ward 22,East District,2025-12-28,0
SR-000830,Damaged Bin,In Progress,Urgent,43.756146,-79.584123,Scarborough Village,Ward 14,South District,2026-04-19,36
SR-000831,Damaged Bin,Open,Low,43.61441,-79.393321,Annex,Ward 20,East District,2026-02-23,38
SR-000832,Illegal Dumping,Closed,Medium,43.626964,-79.169998,Etobicoke Centre,Ward 18,East District,2026-04-13,0
SR-000833,Overflowing Litter Bin,Closed,Urgent,43.62646,-79.395765,York University Heights,Ward 1,South District,2025-12-15,0
SR-000834,Missed Collection,Closed,Low,43.673748,-79.325882,Waterfront Communities,Ward 9,West District,2026-01-31,0
SR-000835,Missed Collection,Closed,High,43.619678,-79.422054,Etobicoke Centre,Ward 16,East District,2026-04-11,0
SR-000836,Public Realm Cleanliness,Open,Low,43.653182,-79.211634,Flemingdon Park,Ward 7,North District,2025-12-04,32
SR-000837,Overflowing Litter Bin,Open,Medium,43.599335,-79.199685,High Park North,Ward 21,East District,2026-04-25,32
SR-000838,Overflowing Litter Bin,Closed,Low,43.781589,-79.483117,Downtown Yonge East,Ward 1,North District,2025-11-23,0
SR-000839,Public Realm Cleanliness,Open,Low,43.771537,-79.605642,Kensington Chinatown,Ward 7,West District,2025-12-26,2
SR-000840,Damaged Bin,Closed,Urgent,43.812379,-79.377766,Waterfront Communities,Ward 4,East District,2026-01-13,0
SR-000841,Overflowing Litter Bin,Closed,Medium,43.659755,-79.453212,North York Centre,Ward 9,South District,2025-11-09,0
SR-000842,Missed Collection,Closed,Urgent,43.605273,-79.164899,Annex,Ward 21,West District,2026-03-10,0
SR-000843,Overflowing Litter Bin,Open,Medium,43.599037,-79.318743,North York Centre,Ward 24,North District,2025-12-26,31
SR-000844,Illegal Dumping,In Progress,Low,43.691829,-79.183499,Etobicoke Centre,Ward 16,East District,2025-11-07,18
SR-000845,Damaged Bin,Closed,Low,43.64658,-79.37524,Agincourt South,Ward 14,South District,2026-03-20,0
SR-000846,Illegal Dumping,Open,Urgent,43.700942,-79.296681,Downtown Yonge East,Ward 19,South District,2026-04-24,38
SR-000847,Missed Collection,In Progress,Urgent,43.605642,-79.530857,Waterfront Communities,Ward 12,North District,2025-12-28,30
SR-000848,Missed Collection,In Progress,Medium,43.63935,-79.280451,Danforth East York,Ward 17,North District,2026-01-27,34
SR-000849,Public Realm Cleanliness,Closed,Low,43.633502,-79.356194,Annex,Ward 21,North District,2026-01-26,0
SR-000850,Public Realm Cleanliness,Closed,High,43.639506,-79.223653,Agincourt South,Ward 23,North District,2026-02-14,0
SR-000851,Illegal Dumping,Closed,Urgent,43.806703,-79.381493,Downtown Yonge East,Ward 21,South District,2026-01-20,0
SR-000852,Public Realm Cleanliness,Closed,Medium,43.671031,-79.512333,Etobicoke Centre,Ward 23,East District,2026-03-24,0
SR-000853,Illegal Dumping,Closed,High,43.60145,-79.49649,Etobicoke Centre,Ward 20,South District,2026-04-09,0
SR-000854,Missed Collection,Open,Medium,43.740474,-79.374536,Kensington Chinatown,Ward 4,West District,2025-12-20,44
SR-000855,Illegal Dumping,Closed,Medium,43.807129,-79.437712,Flemingdon Park,Ward 8,West District,2026-03-13,0
SR-000856,Damaged Bin,Closed,Urgent,43.749589,-79.394912,Downtown Yonge East,Ward 2,East District,2026-03-28,0
SR-000857,Missed Collection,Open,Urgent,43.707893,-79.496824,Danforth East York,Ward 20,West District,2026-03-13,21
SR-000858,Damaged Bin,Open,Urgent,43.694639,-79.403439,Annex,Ward 21,North District,2026-03-07,17
SR-000859,Damaged Bin,Closed,High,43.752528,-79.187306,Kensington Chinatown,Ward 7,North District,2026-01-05,0
SR-000860,Overflowing Litter Bin,Closed,Low,43.665744,-79.600588,Etobicoke Centre,Ward 1,West District,2026-03-05,0
SR-000861,Overflowing Litter Bin,Open,Low,43.704148,-79.369548,Danforth East York,Ward 25,South District,2025-12-02,35
SR-000862,Illegal Dumping,Open,Medium,43.628741,-79.270186,York University Heights,Ward 24,South District,2026-03-09,14
SR-000863,Damaged Bin,Closed,High,43.816534,-79.184944,Danforth East York,Ward 20,North District,2026-04-09,0
SR-000864,Damaged Bin,Closed,Urgent,43.635334,-79.217333,Downtown Yonge East,Ward 19,West District,2026-03-25,0
SR-000865,Illegal Dumping,Closed,Low,43.752034,-79.411231,Downtown Yonge East,Ward 16,North District,2026-04-13,0
SR-000866,Public Realm Cleanliness,Closed,High,43.714341,-79.229184,Waterfront Communities,Ward 8,East District,2026-02-21,0
SR-000867,Illegal Dumping,Closed,Low,43.700431,-79.448325,Annex,Ward 10,West District,2025-12-11,0
SR-000868,Overflowing Litter Bin,Closed,High,43.703447,-79.3536,Scarborough Village,Ward 20,West District,2025-12-08,0
SR-000869,Missed Collection,Closed,Urgent,43.633488,-79.205582,High Park North,Ward 21,West District,2026-04-18,0
SR-000870,Damaged Bin,In Progress,High,43.745063,-79.328696,Kensington Chinatown,Ward 11,West District,2026-03-22,14
SR-000871,Illegal Dumping,Closed,Low,43.612884,-79.34208,Kensington Chinatown,Ward 16,West District,2025-12-03,0
SR-000872,Missed Collection,Closed,High,43.617821,-79.583799,Downtown Yonge East,Ward 14,West District,2025-12-06,0
SR-000873,Overflowing Litter Bin,Closed,High,43.711282,-79.434719,Flemingdon Park,Ward 2,West District,2026-04-17,0
SR-000874,Public Realm Cleanliness,Closed,Medium,43.725426,-79.578958,York University Heights,Ward 12,South District,2025-12-25,0
SR-000875,Overflowing Litter Bin,In Progress,Low,43.689126,-79.539598,Waterfront Communities,Ward 1,North District,2025-12-11,39
SR-000876,Missed Collection,Closed,Urgent,43.817033,-79.361871,Waterfront Communities,Ward 13,South District,2025-10-30,0
SR-000877,Damaged Bin,Open,Urgent,43.74811,-79.470308,North York Centre,Ward 5,West District,2026-01-04,8
SR-000878,Illegal Dumping,Closed,High,43.61179,-79.171099,Kensington Chinatown,Ward 11,South District,2026-04-12,0
SR-000879,Overflowing Litter Bin,Open,Low,43.65584,-79.425048,Etobicoke Centre,Ward 1,North District,2026-01-11,35
SR-000880,Missed Collection,Closed,Low,43.739469,-79.608639,Flemingdon Park,Ward 8,West District,2026-04-07,0
SR-000881,Overflowing Litter Bin,Open,Urgent,43.77636,-79.373174,Annex,Ward 10,West District,2026-02-05,23
SR-000882,Overflowing Litter Bin,Closed,High,43.65399,-79.59166,Annex,Ward 20,South District,2025-12-25,0
SR-000883,Missed Collection,Closed,Low,43.627375,-79.208284,Downtown Yonge East,Ward 9,North District,2025-12-21,0
SR-000884,Illegal Dumping,Closed,Medium,43.747786,-79.505045,Agincourt South,Ward 23,East District,2026-01-23,0
SR-000885,Illegal Dumping,Closed,Medium,43.605088,-79.302317,North York Centre,Ward 9,East District,2025-10-30,0
SR-000886,Public Realm Cleanliness,Closed,Low,43.721654,-79.433921,Waterfront Communities,Ward 12,South District,2025-10-28,0
SR-000887,Damaged Bin,Closed,High,43.673631,-79.520265,Downtown Yonge East,Ward 7,North District,2025-12-14,0
SR-000888,Illegal Dumping,Open,Medium,43.744011,-79.173493,Downtown Yonge East,Ward 12,North District,2026-04-17,16
SR-000889,Damaged Bin,Closed,Urgent,43.630415,-79.345326,Downtown Yonge East,Ward 1,South District,2026-04-18,0
SR-000890,Illegal Dumping,In Progress,Urgent,43.687563,-79.414523,High Park North,Ward 3,West District,2026-02-14,40
SR-000891,Damaged Bin,Closed,Low,43.648454,-79.240438,Scarborough Village,Ward 13,South District,2026-04-15,0
SR-000892,Overflowing Litter Bin,Open,Urgent,43.701609,-79.370033,Annex,Ward 22,South District,2025-12-11,4
SR-000893,Illegal Dumping,Closed,Low,43.660095,-79.536368,North York Centre,Ward 25,East District,2026-04-20,0
SR-000894,Illegal Dumping,Closed,High,43.609759,-79.291505,Etobicoke Centre,Ward 7,West District,2026-01-29,0
SR-000895,Public Realm Cleanliness,Closed,Urgent,43.635134,-79.302565,Scarborough Village,Ward 24,West District,2026-03-30,0
SR-000896,Damaged Bin,Closed,High,43.679787,-79.428744,North York Centre,Ward 15,South District,2025-12-01,0
SR-000897,Public Realm Cleanliness,Closed,High,43.697911,-79.450854,Annex,Ward 13,South District,2026-02-25,0
SR-000898,Missed Collection,Open,High,43.613143,-79.477569,York University Heights,Ward 9,West District,2026-02-22,35
SR-000899,Illegal Dumping,In Progress,Urgent,43.742659,-79.313739,Waterfront Communities,Ward 20,East District,2026-01-24,18
SR-000900,Illegal Dumping,Closed,Low,43.655832,-79.408353,Downtown Yonge East,Ward 10,East District,2026-02-18,0
SR-000901,Damaged Bin,Open,Urgent,43.634493,-79.523229,Waterfront Communities,Ward 15,West District,2025-12-28,3
SR-000902,Damaged Bin,In Progress,Medium,43.595301,-79.207497,Scarborough Village,Ward 2,West District,2026-02-15,40
SR-000903,Illegal Dumping,Closed,Low,43.638463,-79.515334,Agincourt South,Ward 6,East District,2026-02-15,0
SR-000904,Damaged Bin,In Progress,Medium,43.654308,-79.561392,Kensington Chinatown,Ward 21,North District,2026-03-20,40
SR-000905,Missed Collection,Closed,Medium,43.73703,-79.585434,Downtown Yonge East,Ward 21,West District,2026-03-10,0
SR-000906,Public Realm Cleanliness,Closed,Urgent,43.620867,-79.323412,Etobicoke Centre,Ward 11,West District,2025-12-06,0
SR-000907,Overflowing Litter Bin,Closed,Low,43.668122,-79.294344,Flemingdon Park,Ward 9,East District,2026-04-22,0
SR-000908,Illegal Dumping,Closed,Low,43.718208,-79.50223,Etobicoke Centre,Ward 8,East District,2026-03-30,0
SR-000909,Public Realm Cleanliness,Open,Urgent,43.73969,-79.566514,Downtown Yonge East,Ward 17,West District,2026-02-25,14
SR-000910,Public Realm Cleanliness,In Progress,High,43.713374,-79.418912,York University Heights,Ward 14,West District,2025-11-13,28
SR-000911,Overflowing Litter Bin,In Progress,Low,43.651611,-79.342158,Danforth East York,Ward 20,East District,2026-01-31,27
SR-000912,Illegal Dumping,Closed,Urgent,43.790407,-79.160504,High Park North,Ward 20,West District,2026-03-16,0
SR-000913,Missed Collection,In Progress,High,43.729785,-79.433835,Annex,Ward 19,West District,2026-03-30,39
SR-000914,Illegal Dumping,Open,High,43.641798,-79.501736,Kensington Chinatown,Ward 13,West District,2025-11-09,10
SR-000915,Missed Collection,Closed,Low,43.700275,-79.451052,Kensington Chinatown,Ward 19,South District,2025-12-10,0
SR-000916,Missed Collection,Closed,Low,43.800177,-79.450584,Etobicoke Centre,Ward 16,South District,2026-02-04,0
SR-000917,Overflowing Litter Bin,In Progress,High,43.675892,-79.443574,Kensington Chinatown,Ward 11,North District,2026-01-24,15
SR-000918,Illegal Dumping,Closed,Low,43.782423,-79.320637,Flemingdon Park,Ward 8,South District,2026-01-12,0
SR-000919,Missed Collection,In Progress,High,43.731259,-79.466294,North York Centre,Ward 17,West District,2026-01-24,42
SR-000920,Public Realm Cleanliness,Closed,Medium,43.778118,-79.602353,Agincourt South,Ward 14,North District,2025-12-02,0
SR-000921,Public Realm Cleanliness,Open,Medium,43.790283,-79.384135,Scarborough Village,Ward 22,North District,2025-11-22,17
SR-000922,Illegal Dumping,In Progress,High,43.681598,-79.391303,Downtown Yonge East,Ward 3,South District,2026-01-09,33
SR-000923,Public Realm Cleanliness,Open,Urgent,43.743506,-79.614128,York University Heights,Ward 25,North District,2026-03-11,30
SR-000924,Overflowing Litter Bin,Open,Low,43.790457,-79.4145,Scarborough Village,Ward 9,South District,2026-04-01,9
SR-000925,Damaged Bin,Open,Low,43.668882,-79.556407,Flemingdon Park,Ward 6,West District,2026-03-24,33
SR-000926,Damaged Bin,Closed,Urgent,43.691077,-79.391692,Danforth East York,Ward 5,South District,2025-10-30,0
SR-000927,Overflowing Litter Bin,Closed,High,43.682839,-79.307816,Downtown Yonge East,Ward 11,East District,2025-11-26,0
SR-000928,Public Realm Cleanliness,Closed,Low,43.686806,-79.177748,Flemingdon Park,Ward 2,West District,2026-01-26,0
SR-000929,Damaged Bin,Closed,Urgent,43.727834,-79.24856,Flemingdon Park,Ward 14,East District,2025-12-25,0
SR-000930,Overflowing Litter Bin,Closed,Medium,43.615152,-79.437246,Flemingdon Park,Ward 25,West District,2026-03-19,0
SR-000931,Public Realm Cleanliness,Open,High,43.667475,-79.358038,York University Heights,Ward 21,South District,2026-01-19,21
SR-000932,Overflowing Litter Bin,Closed,High,43.788056,-79.583964,Downtown Yonge East,Ward 8,East District,2025-12-21,0
SR-000933,Missed Collection,In Progress,Urgent,43.606692,-79.228854,High Park North,Ward 11,South District,2026-02-04,12
SR-000934,Missed Collection,Open,Medium,43.638956,-79.312374,Scarborough Village,Ward 17,East District,2025-11-30,40
SR-000935,Missed Collection,In Progress,High,43.714862,-79.236869,High Park North,Ward 6,West District,2026-02-12,18
SR-000936,Damaged Bin,Closed,Medium,43.61877,-79.5603,Annex,Ward 10,East District,2025-11-22,0
SR-000937,Overflowing Litter Bin,Open,High,43.718068,-79.184666,Annex,Ward 4,North District,2025-12-06,33
SR-000938,Missed Collection,Open,Low,43.685449,-79.469607,North York Centre,Ward 18,North District,2026-04-25,32
